what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error logged from Debug Core: ",1289091040849
error,log,,,"Error logged from Debug Core: ",1289091042009
error,log,,,"Error logged from Debug Core: ",1289091043123
error,log,,,"Error logged from Debug Core: ",1289091044244
error,log,,,"Error logged from Debug Core: ",1289091045869
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091049772
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091051430
error,log,,,"Error logged from Debug Core: ",1289091052453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091053586
error,log,,,"Error logged from Debug Core: ",1289091054244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091054382
error,log,,,"Error logged from Debug Core: ",1289091055398
error,log,,,"Error logged from Debug Core: ",1289091056403
error,log,,,"Error logged from Debug Core: ",1289091057404
error,log,,,"Error logged from Debug Core: ",1289091059017
error,log,,,"Error logged from Debug Core: ",1289091060062
error,log,,,"Error logged from Debug Core: ",1289091061056
error,log,,,"Error logged from Debug Core: ",1289091062151
error,log,,,"Error logged from Debug Core: ",1289091063705
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091068107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091069686
error,log,,,"Error logged from Debug Core: ",1289091070763
error,log,,,"Error logged from Debug Core: ",1289091072691
error,log,,,"Error logged from Debug Core: ",1289091074298
error,log,,,"Error logged from Debug Core: ",1289091075383
error,log,,,"Error logged from Debug Core: ",1289091076247
error,log,,,"Error logged from Debug Core: ",1289091077190
error,log,,,"Error logged from Debug Core: ",1289091078153
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091080761
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091082196
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1289091167920
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091169225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091171111
error,log,,,"Error logged from Debug Core: ",1289091175126
error,log,,,"Error logged from Debug Core: ",1289091181328
error,log,,,"Error logged from Debug Core: ",1289091184216
error,log,,,"Error logged from Debug Core: ",1289091190569
error,log,,,"Error logged from Debug Core: ",1289091193713
error,log,,,"Error logged from Debug Core: ",1289091212939
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091267205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091268707
error,log,,,"Error logged from Debug Core: ",1289091272122
error,log,,,"Error logged from Debug Core: ",1289091290111
error,log,,,"Error logged from Debug Core: ",1289091293892
error,log,,,"Error logged from Debug Core: ",1289091296807
error,log,,,"Error logged from Debug Core: ",1289091299565
error,log,,,"Error logged from Debug Core: ",1289091303539
error,log,,,"Error logged from Debug Core: ",1289091306560
error,log,,,"Error logged from Debug Core: ",1289091310189
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091319186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091320608
error,log,,,"Error logged from Debug Core: ",1289091322342
error,log,,,"Error logged from Debug Core: ",1289091324054
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091336017
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091336847
error,log,,,"Error logged from Debug Core: ",1289091338698
error,log,,,"Error logged from Debug Core: ",1289091340442
error,log,,,"Error logged from Debug Core: ",1289091341906
error,log,,,"Error logged from Debug Core: ",1289091343336
error,log,,,"Error logged from Debug Core: ",1289091344733
error,log,,,"Error logged from Debug Core: ",1289091346242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091352022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091353766
error,log,,,"Error logged from Debug Core: ",1289091356676
error,log,,,"Error logged from Debug Core: ",1289091359690
error,log,,,"Error logged from Debug Core: ",1289091362310
error,log,,,"Error logged from Debug Core: ",1289091365181
error,log,,,"Error logged from Debug Core: ",1289091369315
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091555757
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289091557359
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201006141710,"org.eclipse.cdt.debug.mi.ui",1289091558698
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.0.201006141710,"org.eclipse.cdt.debug.mi.core",1289091558698
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1289091558719
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.search",1289091558745
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.gdb.ui",1289091558767
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.ui",1289091558822
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201006141710,"org.eclipse.cdt.gdb.ui",1289091558862
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201006141710,"org.eclipse.cdt.dsf.gdb",1289091558862
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201006141710,"org.eclipse.cdt.launch",1289091558862
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1289091558862
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.traditional",1289091558877
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201006141710,"org.eclipse.cdt.dsf",1289091558877
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1289091558877
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.ui",1289091558900
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui",1289091558900
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.gnu.ui",1289091558900
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.core",1289091558900
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201006141710,"org.eclipse.cdt.make.core",1289091558900
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1289091558900
stopped,bundle,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui",1289091558900
stopped,bundle,org.eclipse.cdt.core,5.2.0.201006141710,"org.eclipse.cdt.core",1289091558900
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1289091558922
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1289091558935
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1289091558935
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1289091558935
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1289091558935
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1289091558936
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1289091558958
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1289091558965
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1289091558976
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1289091558976
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.help.ui",1289091559015
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1289091559024
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1289091559024
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1289091559024
stopped,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1289091559024
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1289091559058
